decision_key,category_key,icon,cost,fire_only_once,dlc_source
GER_reichskommissariat_kolumbus,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_nordamerika,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_the_fate_of_greenland_and_nfl,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_the_fate_of_west_coast_america,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,25,yes,
GER_the_fate_of_the_east_yenisei_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_the_fate_of_east_turkestan_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_reichskommissariat_arabien,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_the_fate_of_turkey_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_the_fate_of_iran_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_reichskommissariat_hindustan,GER_reichskommissariats,ger_reichskommissariats,35,yes,
GER_reichskommissariat_ostasien,GER_reichskommissariats,ger_reichskommissariats,35,yes,
GER_reichskommissariat_australasien,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_democratic_shield_send_support,political_actions,ger_military_buildup,,yes,
reinstate_wilhelm_iv_succession_rights,political_actions,,100,yes,
modernize_the_succession_laws,political_actions,,150,yes,
recall_von_lettow_vorbeck,political_actions,,25,yes,
GER_sharpen_air_safety_regulations,political_actions,,50,yes,
request_restoration_of_british_titles,foreign_politics,,150,yes,
GER_request_polish_war_participation,foreign_politics,generic_prepare_civil_war,50,yes,
GER_install_franz_anton_bach_in_hungary,foreign_politics,GFX_decision_oppression,25,yes,
GER_plan_z,GER_military_buildup,generic_naval,,yes,
GER_jaegernotprogramm,GER_military_buildup,generic_air,50,yes,
GER_begin_heavy_water_production,special_projects,,0,,La Resistance
GER_dismantle_maginot,special_projects,generic_construction,50,yes,
GER_dismantle_czechoslovakian_forts,special_projects,generic_construction,50,yes,
GER_aid_hun_democratic_civil_war,GER_aid_hun_rom_democratic_civil_war,generic_prepare_civil_war,0,,
GER_aid_rom_democratic_civil_war,GER_aid_hun_rom_democratic_civil_war,generic_prepare_civil_war,0,,
GER_reform_austro_hungarian_empire,GER_austro_hungarian_empire,,10,yes,
GER_western_state_development,GER_reich_labor_service_cat,GFX_decision_generic_construction,50,yes,
GER_northern_state_development,GER_reich_labor_service_cat,GFX_decision_generic_construction,50,yes,
GER_eastern_state_development,GER_reich_labor_service_cat,GFX_decision_generic_construction,50,yes,
GER_central_state_development,GER_reich_labor_service_cat,GFX_decision_generic_construction,50,yes,
GER_southern_state_development,GER_reich_labor_service_cat,GFX_decision_generic_construction,50,yes,
GER_develop_puppet,GER_integration_of_puppet_economies_dec_cat,GFX_decision_generic_construction,120,,
GER_exploit_puppet,GER_integration_of_puppet_economies_dec_cat,GFX_decision_generic_construction,120,,
GER_state_development_west,GER_rebuild_the_nation_cat,GFX_decision_generic_construction,50,yes,
GER_state_development_north,GER_rebuild_the_nation_cat,GFX_decision_generic_construction,50,yes,
GER_state_development_east,GER_rebuild_the_nation_cat,GFX_decision_generic_construction,50,yes,
GER_state_development_central,GER_rebuild_the_nation_cat,GFX_decision_generic_construction,50,yes,
GER_state_development_south,GER_rebuild_the_nation_cat,GFX_decision_generic_construction,50,yes,
GER_influence_baltics_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_nordics_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_benelux_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_middle_east_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_middle_east_democratic_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_middle_east_neutrality_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_balkans_neutrality_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_balkans_democratic_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_influence_balkans_fascism_decision,GER_influence_countries_cat,GFX_decision_SWI_expand_covert_operations,25,,
GER_invite_to_faction_decision,GER_invite_to_faction_cat,GFX_decision_generic_protection,25,yes,
GER_middle_eastern_trade_decision,GER_middle_eastern_trade_cat,GFX_decision_eng_trade_unions_support,25,yes,
GER_mitteleuropa_trade_decision,GER_mitteleuropa_allied_trade_cat,GFX_decision_eng_trade_unions_support,25,yes,
GER_south_east_asian_construction_push_decision,GER_south_east_asian_natural_wealth_cat,GFX_decision_generic_construction,75,yes,
GER_south_east_asian_resources_push_decision,GER_south_east_asian_natural_wealth_cat,GFX_decision_generic_construction,100,yes,
GER_destabilize_the_monroe_doctrine_decision,GER_monroe_doctrine_cat,GFX_decision_generic_break_treaty,100,yes,
GER_demand_abandon_of_doctrine_decision,GER_monroe_doctrine_cat,GFX_decision_generic_operation,50,yes,
GER_doctrine_abandoned_dummy_decision,GER_monroe_doctrine_cat,GFX_decision_generic_GER_flag,,,
GER_reinforce_the_monroe_doctrine_decision,GER_monroe_doctrine_cat,GFX_decision_eng_trade_unions_demand,100,yes,
GER_demand_adherance_to_doctrine_decision,GER_monroe_doctrine_cat,GFX_decision_eng_trade_unions_support,50,yes,
GER_doctrine_reinforced_dummy_decision,GER_monroe_doctrine_cat,GFX_decision_generic_USA_flag,,,
GER_monroe_doctrine_USA_sway_ideology,GER_monroe_doctrine_cat,{,50,yes,
GER_fourth_silesian_uprising_mission,GER_a_fourth_silesian_uprising_cat,GFX_decision_generic_ignite_civil_war,,yes,
GER_reestablish_the_black_reichswehr,GER_a_fourth_silesian_uprising_cat,GFX_decision_generic_army_support,25,yes,
GER_mobilize_the_selbschutz,GER_a_fourth_silesian_uprising_cat,GFX_decision_oppression,15,yes,
GER_kreigsmarine_revolt_mission,GER_waning_patience_within_the_kriegsmarine_cat,GFX_decision_generic_political_discourse,,yes,
GER_growing_public_dissent_mission,GER_uncertain_future_cat,GFX_decision_revolt,,yes,
GER_disband_the_schutztruppen,GER_weltpolitik_cat,GFX_decision_eng_blackshirt_march,5,,
GER_reorganize_african_schutztruppe,GER_weltpolitik_cat,GFX_decision_generic_military,,,
GER_reorganize_asian_schutztruppe,GER_weltpolitik_cat,GFX_decision_generic_military,,,
GER_train_schutztruppe_in_togoland,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_kamerun,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_tanganyika,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_ruanda,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_urundi,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_otjozondjupa,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_kunene,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_khomas,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_karas,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_tsingtao,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_saipan,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_palau,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_karolinen,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_marshallinseln,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_nauru,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_samoa,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_nordlische_salomonen,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_bismarck,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_train_schutztruppe_in_kaiser_wilhelmsland,GER_weltpolitik_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_support_independence_africa_decision,GER_weltpolitik_cat,GFX_decision_eng_propaganda_campaigns,15,,
GER_support_independence_asia_decision,GER_weltpolitik_cat,GFX_decision_eng_propaganda_campaigns,15,,
GER_invite_HOL_to_attack_BEL_decision,GER_realpolitik_cat,GFX_decision_generic_political_discourse,50,yes,Gotterdammerung
GER_invite_BEL_to_attack_HOL_decision,GER_realpolitik_cat,GFX_decision_generic_political_discourse,50,yes,Gotterdammerung
GER_sway_the_austrians_decision,GER_realpolitik_cat,GFX_decision_eng_propaganda_campaigns,50,yes,Gotterdammerung
GER_found_a_baltic_german_state_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_restore_the_ukrainian_state_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,50,yes,
GER_found_a_transcacuasian_satellite_state_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_expand_transcacuasian_administrative_duties_decision,GER_realpolitik_cat,GFX_decision_eng_trade_unions_support,15,yes,
GER_establish_a_belarusian_state_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,35,yes,
GER_establish_greater_flanders_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_establish_greater_brittany_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_establish_wales_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_establish_scotland_decision,GER_realpolitik_cat,GFX_decision_generic_nationalism,25,yes,
GER_mitteleuropa_customs_union_decision,GER_mitteleuropa_economic_integration_cat,GFX_decision_gre_investment_decisions,15,yes,
GER_mitteleuropa_economic_integration_decision,GER_mitteleuropa_economic_integration_cat,GFX_decision_eng_trade_unions_support,15,yes,
GER_further_increase_froms_dependency_decision,GER_mitteleuropa_economic_integration_cat,GFX_decision_eng_trade_unions_demand,50,yes,
GER_annex_integrated_puppet_decision,GER_mitteleuropa_economic_integration_cat,GFX_decision_eng_trade_unions_demand,75,yes,
GER_imminent_proletarian_revolution_mission,GER_proletarian_revolution_cat,GFX_decision_revolt,,yes,
GER_expand_the_proletarian_uprisings_decision,GER_proletarian_revolution_cat,GFX_decision_generic_civil_support,25,yes,
GER_organize_worker_rally_decision,GER_proletarian_revolution_cat,GFX_decision_generic_political_discourse,25,yes,
GER_establish_volkskommissariat_decision,GER_volkskommissariats_cat,GFX_decision_eng_trade_unions_support,25,yes,
GER_volkskommissariat_industrial_effort_decision,GER_volkskommissariats_cat,GFX_decision_generic_construction,15,yes,
GER_integrate_volkskommissariats_decision,GER_volkskommissariats_cat,GFX_decision_hol_draw_up_staff_plans,50,yes,
GER_communist_propaganda_decision,GER_spreading_the_red_flame_cat,GFX_decision_eng_propaganda_campaigns,25,yes,
GER_communist_propaganda_expanded_decision,GER_spreading_the_red_flame_cat,GFX_decision_eng_propaganda_campaigns,25,yes,
GER_communist_propaganda_south_america_decision,GER_spreading_the_red_flame_cat,GFX_decision_eng_propaganda_campaigns,25,yes,
GER_communist_propaganda_middle_east_decision,GER_spreading_the_red_flame_cat,GFX_decision_eng_propaganda_campaigns,25,yes,
GER_supporting_the_uprising_decision,GER_spreading_the_red_flame_cat,GFX_decision_generic_prepare_civil_war,,yes,
GER_demand_communist_subjugation_decision,GER_spreading_the_red_flame_cat,GFX_decision_eng_trade_unions_demand,50,yes,
GER_proletarian_solidarity_decision,GER_spreading_the_red_flame_cat,GFX_decision_SWI_support_humanitarian_efforts,25,yes,
GER_industrial_relocation_oil_decision,GER_industrial_relocation_cat,GFX_decision_oil,50,yes,
GER_industrial_relocation_tungsten_decision,GER_industrial_relocation_cat,GFX_decision_tungsten,50,yes,
GER_industrial_relocation_chromium_decision,GER_industrial_relocation_cat,GFX_decision_chromium,50,yes,
GER_support_resistance_decision,GER_anti_colonialism_category,GFX_decision_generic_nationalism,,yes,
GER_arm_resistance_decision,GER_anti_colonialism_category,GFX_decision_generic_prepare_civil_war,,yes,
GER_support_independence_decision,GER_anti_colonialism_category,GFX_decision_generic_civil_support,15,,
GER_anti_colonialism_decision,GER_anti_colonialism_category,GFX_decision_eng_propaganda_campaigns,15,yes,
GER_occupy_albania_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_montenegro_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_croatia_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_serbia_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_bosnia_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_herzegovina_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_macedonian_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_slovenia_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GER_occupy_kosovo_decision,GER_the_fading_eagle_category,GFX_decision_generic_operation,50,,
GRE_the_election_of_1936,GRE_1936_election_category,eng_support_imperialist_coup,,yes,
GRE_put_the_king_under_house_arrest,GRE_1936_election_category,generic_arrest,0,yes,
GRE_civil_war_imminent,crisis,eng_support_imperialist_coup,,yes,
GRE_civil_war_imminent_1,crisis,eng_support_imperialist_coup,,yes,
GRE_civil_war_imminent_2,crisis,eng_support_imperialist_coup,,yes,
GRE_civil_war_imminent_3,crisis,eng_support_imperialist_coup,,yes,
GRE_civil_war_imminent_4,crisis,eng_support_imperialist_coup,,yes,
GRE_invite_politicians_for_investment_talks_in_capital,GRE_investment_decisions_category,generic_factory,75,,
GRE_hold_national_showcase_for_investors_ger,GRE_investment_decisions_category,generic_factory,150,,
GRE_exploit_errata_in_schachtplan,GRE_investment_decisions_category,generic_construction,100,yes,
GRE_rebuke_german_investment,GRE_investment_decisions_category,generic_break_treaty,50,yes,
GRE_invite_entrepreneurs_for_investment_talks_in_capital,GRE_investment_decisions_category,generic_factory,75,,
GRE_hold_national_showcase_for_investors_eng,GRE_investment_decisions_category,generic_factory,150,,
GRE_trade_manufactured_ship_parts_for_investment,GRE_investment_decisions_category,generic_construction,100,,
GRE_rebuke_british_investment,GRE_investment_decisions_category,generic_break_treaty,50,yes,
GRE_go_to_paris_to_negotiate_investment_talks,GRE_investment_decisions_category,generic_factory,75,,
GRE_hold_national_showcase_for_investors_fra,GRE_investment_decisions_category,generic_factory,150,,
GRE_bribe_french_trade_unions_to_pressure_government_into_investment,GRE_investment_decisions_category,generic_construction,100,,
GRE_rebuke_french_investment,GRE_investment_decisions_category,generic_break_treaty,50,yes,
GRE_request_italian_assistance_with_industrialisation,GRE_investment_decisions_category,generic_factory,100,,
GRE_temper_italian_colonial_ambitions_in_greece,GRE_investment_decisions_category,generic_political_discourse,150,,
GRE_rebuke_italian_investment,GRE_investment_decisions_category,generic_break_treaty,50,yes,
GRE_attend_talks_with_the_presidium,GRE_investment_decisions_category,generic_factory,75,,
GRE_host_soviet_bureaucrats_in_greece,GRE_investment_decisions_category,generic_political_discourse,100,,
GRE_invest_back_into_neglected_siberian_regions,GRE_investment_decisions_category,generic_construction,120,,
GRE_rebuke_soviet_investment,GRE_investment_decisions_category,generic_break_treaty,50,yes,
GRE_small_installment_payment_ENG,GRE_pay_back_debt_to_the_ifc_category,hol_attract_foreign_investors,25,,
GRE_small_installment_payment_FRA,GRE_pay_back_debt_to_the_ifc_category,hol_attract_foreign_investors,25,,
GRE_small_installment_payment_ITA,GRE_pay_back_debt_to_the_ifc_category,hol_attract_foreign_investors,25,,
GRE_large_installment_payment_ENG,GRE_pay_back_debt_to_the_ifc_category,gre_investment_decisions,50,,
GRE_large_installment_payment_FRA,GRE_pay_back_debt_to_the_ifc_category,gre_investment_decisions,50,,
GRE_large_installment_payment_ITA,GRE_pay_back_debt_to_the_ifc_category,gre_investment_decisions,50,,
GRE_restructuring_our_debt,GRE_pay_back_debt_to_the_ifc_category,gre_paying_ifc_debt,200,yes,
